index,title,certificate,runtime,genre,desc,rating,votes
6430,Murder at Teesri Manzil 302,UA,121 min,"Mystery, Thriller            ","After completing his schooling from Nalanda, Ajay Kumar Saxena returns and is hired as a Teacher. He meets with savvy students, whose names are Jaya, Neelam, Shilpa, Sonam, Chunky, Govinda,...                See full summary »",4.6,449
6431,Chennai 600028 II: Second Innings,U,154 min,"Comedy, Drama, Romance            ",A man seeks the help of a mimicry artist to take revenge on a politician who has wronged him.,7.7,367
6432,Kismat,U,143 min,"Action, Drama            ","After an accident during border duty, General Vikramjeet Ranaut settles down for a quiet and happy life with his family in his ancestral home. When his estranged brother and sister-in-law return after 8 years, things spiral out of control.",7,537
6433,Evil,null,null,"Horror, Thriller            ","On the search of his missing brother, Vasu finds out that Vel is his twin brother and risks his life to clear his brother's problem given by Sakarapandi an X-MLA .",6.2,"2,049"
6434,Dhummas,UA 13+,106 min,"Romance, Thriller            ",Three funny men uses different tactics to impress a next-door girl.,5.4,755
6435,Nastik,null,null,"Action, Drama            ","In a small village in Rajasthan, India, a woman named Shanichari was born - so named, as shortly after her birth her father died; & her mother, Peewli, ran away with a rich lover, the owner...                See full summary »",7.4,547
6436,Ghar,U,121 min,"Drama, Romance            ",The first and only Indian movie to be made in Sanskrit. The movie follows the life and times of Sankara - the founder of the non-duality (Advaita) school of Indian philosophy.,7.8,282
6437,Usal Misal,null,28 min,Drama            ,"A spy living in the house in disguise, who has a heart transformation.",6.2,613
6438,Auzaar,null,127 min,"Action, Drama, Musical            ","Raj Saxena is in love with fellow collegian, Rati Verma, and both want to get married. Rati introduces Raj to her father, Major Verma, who, after finding out about Raj's background, decides...                See full summary »",3.8,51
6439,Anarkali,null,175 min,"History, Musical, Romance            ",A journey of Gayatri from being a girl with no future since she is a manglik to becoming queen of Ranaji's heart and of the people of the land.,7.6,74
6440,Ala Modalaindi,null,136 min,"Comedy, Drama, Romance            ","Rajeev, an orphan eccentric millionaire, has his own strange taste towards everything. With less knowledge about family relationships, he struggles hard to achieve his aim to become a father without marrying.",8.4,"2,165"
6441,Rockford,UA,102 min,"Comedy, Drama            ","A wealthy industrialist is murdered and the blame falls on a person who hails from a poor family. To prove his innocence, he must strive hard to prove and gather evidence that clears him of this crime.",5.8,111
6442,Tobu Aporichito,U,140 min,Drama            ,A courier boy's life turn into unexpected consequences because of a courier received from a social service activist.,5.4,224
6443,Dhoom Dhaam,null,null,"Action, Comedy, Romance            ","Sougata is a well-known thriller writer of our times, with the publication of his first book. But situations get twisted when his past comes haunting the reality of his present.",6.9,281
6444,Kaali,U,131 min,"Action, Drama            ","After his transfer from Delhi, Inspector Arjun Singh lives in Bombay along with his wife, Anita, school-going son, Munna; and a younger collegian brother, Ajit. Arjun is disappointed with ...                See full summary »",3.2,58
6445,Blood & Curry,null,85 min,"Crime, Drama, Thriller            ","Srikanth (S.P Ranadheer) appears as the protagonist while Prithviraj Sukumaran (D.S.P) appears as the antagonist. Srikanth is a sincere cop who tries to remove the wrong doers, whereas ...                See full summary »",5.7,346
6446,Guru Dakshina,U,146 min,"Drama, Romance            ","In the ancient city of Varanasi, which embraces an intricate history of Hinduism and Islam, a sari weaver and an orchestral dancer live their respective lives, until an incident occurs.",7.8,18
6447,Missing: Search vs Revenge,UA,133 min,"Mystery, Thriller            ",Add a Plot,6,5
6448,Manu,A,180 min,"Mystery, Romance, Thriller            ","Meeta Sen (Tanuja) and Amar Sen (Sanjeev Kumar) have been married for several years. Due to Amar's hectic work schedule, the couple have not had children, as there was no time for intimacy....                See full summary »",7.5,166
6449,Chandrettan Evideya,null,124 min,"Comedy, Fantasy            ","""Villain""narrates the story of Raja, the protagonist, whose life takes an unknown turn when he meets his lookalike Joy, that leads to a series of incidents that follow due to the exchanged identities.",5.1,209
6450,Bhagwaan Dada,A,147 min,"Drama, Thriller            ","Aarya, Dev, Deva and Gaurav go back to school after 10 years only to realise its important to look back to move forward. Friendships, relationships and some memories are at stake. Amidst ...                See full summary »",7.7,408
6451,Raaz Mahal,null,null,Horror            ,"Kiyaan Roy's bestselling erotica novel gifts him a life that appears as perfect as a dream. However, the deepest corners of his heart desire for a different kind of pleasure; a wild pleasure that comes with pain.",6.1,"5,715"
6452,C U at 9,null,95 min,"Drama, Horror, Mystery            ","Mr. Gupta passes away after an accident while on duty, leaving behind his ailing wife and school-going son, Ramnath. Both await for some compensation, and when they are informed that the ...                See full summary »",8.5,"1,733"
6453,Watan Ke Rakhwale,A,149 min,"Action, Drama, Thriller            ","The evil Vizier of Baharistan kills the royal family and takes power himself but the real crown prince, who has survived his machinations, returns to his homeland to avenge his parents as a masked vigilante 'Ajooba'.",5.2,"1,341"
6454,Turtle,null,75 min,Drama            ,"The story revolves around the two sisters, how the two sisters become perfect daughters-in-law of the Bharadwaj family by handling different problems.",1,"1,784"
6455,Bigg Boss Marathi,16,null,Reality-TV            ,"Badri, a warrior and the protector of Badrinath temple, finds himself in troubled waters after an agnostic woman falls for him and his mentor suspects him of loving her back.",4.4,"2,243"
6456,Ishkq in Paris,UA,95 min,"Comedy, Romance            ","A man returns to his country in order, ostensibly, to reform his girlfriend's violent family, but he seems to have a strange connection and a rather dark past.",7.3,"5,120"
6457,Road to Sangam,null,135 min,"Drama, Thriller            ","Raja after knowing that his sister is killed by her husband and father in law, decides to take revenge on them.",8.3,87
6458,Dil Dosti Etc,A,112 min,"Comedy, Crime, Drama            ","This Story is about the unpredictable journey of Goutham, who takes on to experience the best weed in the world not knowing that his life is going to end soon due to drug addiction.",8.1,"1,866"
6459,Aap Ki Khatir,U,115 min,"Action, Comedy, Drama            ","Sunanda Kohli is the only daughter of Dr. Mukta Kohli and her husband. Dr. Mukta runs a small clinic and a hospital, whereas her husband is retired. Sunanda meets Sandeep and both fall ...                See full summary »",6.2,8
6460,Hum Kaun Hai?,A,119 min,"Horror, Drama, Mystery            ","Two lovers, Deva and Bharadhi, face a lot of opposition from the girl's father. But ultimately, they overcome these problems and get married.",7.5,662
6461,Main Aurr Mrs Khanna,UA,109 min,"Comedy, Drama, Romance            ","In three tales about fear, a baby elephant gets captured by a circus, two boys enter a haunted house and a parrot faces his fear of flying.",9,105
6462,Titoo,null,null,"Animation, Comedy            ","A noble & philanthropic grandfather is confronted with his worst fears at the fag end of his life! Barely coming to terms with loss of his son, he's shattered to learn that his grandson has blood cancer! Bereavement again? Why me?",6.6,137
6463,Saiyan Dil Mein Aana Re,null,null,"Short, Musical            ","Chandan and Suman are a couple married for a few years but it is only recently that Suman has shifted to Mumbai to stay with her husband. Chandan who originally hails from Kasganj, shifted ...                See full summary »",6.4,39
6464,Anukoni Prayanam,null,null,null,Dr. Siddharth Sinha is a dedicated selfless doctor who dreams of building a state-of-the-art hospital with all the modern instruments and amenities for patient care . His foster son Akash ...                See full summary »,5.3,"1,157"
